Code,Age,Household Number,Household with Children Number,Household with Children Ratio
92614,35.4,27483,4665,0.169741295
49076,32.4,4745,654,0.137829294
55311,40.2,38780,8941,0.230556988
32754,51.1,11103,1124,0.101233901
80130,37.9,29308,6770,0.23099495
2861,40.2,25901,2162,0.083471681
32812,38.4,36246,3926,0.1083154
92078,39.2,51060,9165,0.179494712
99507,35.8,37513,5697,0.151867353
71075,45.5,6198,452,0.072926751
62550,44.6,2820,516,0.182978723
15905,49.6,19954,2325,0.116517991
60446,35.1,40555,7396,0.182369622
93306,31.6,73068,11987,0.164052663
76021,40.2,36184,4296,0.118726509
45377,42.3,15499,1878,0.121169108
78254,31.6,59751,13039,0.218222289
48201,30.5,16018,191,0.011924085
70127,35.1,26120,1122,0.04295559
65584,30.5,11573,2158,0.186468504
61073,40.4,19713,3477,0.176381068
60548,39.3,12185,1554,0.127533853
60103,40.3,42210,7717,0.182823975
75110,36.2,28869,4226,0.146385396
22060,24,9592,3453,0.35998749
78724,30.1,26003,4430,0.170364958
55025,40.3,25647,3897,0.151947596
62565,49.1,7122,907,0.127351867
79521,41.7,3650,211,0.057808219
53190,22.5,19450,1661,0.085398458
33431,40.2,21845,2611,0.119523919
63101,32.1,3765,66,0.01752988
84043,25.5,65181,24087,0.369540203
46278,43.4,8955,1325,0.147962032
10006,34.3,3125,281,0.08992
78543,32.2,8783,1826,0.207901628
80206,37.7,25339,1913,0.075496271
63115,41.2,17903,534,0.029827403
60077,42.9,27927,3520,0.126042898
23235,43.9,32982,4159,0.126099084
45039,38.3,26329,6119,0.232405333
10033,36.1,58985,4449,0.075425956
99515,37.2,23200,3618,0.155948276
25703,21.8,7544,522,0.069194062
53150,44.7,26105,4892,0.18739705
77506,29.2,39187,7823,0.199632531
38563,39.7,3447,388,0.112561648
37129,36.9,61200,10296,0.168235294
77429,36.4,89594,20492,0.228720673
89511,48.1,26731,3603,0.134787326
70607,33,28999,2055,0.070864513
26537,45,5304,526,0.099170437
93701,27.4,10276,1176,0.114441417
64093,28.2,28584,4038,0.141267842
8035,43.6,7739,1302,0.168238791
80621,35.4,12901,2164,0.167738935
19153,38.6,13147,1223,0.093025025
60416,36.6,9182,1719,0.187214115
60445,43.1,26091,2942,0.112759189
18508,38.7,12743,1116,0.087577494
34104,55.1,24787,1983,0.080001614
75116,34.7,20083,2656,0.132251158
25428,38.5,13043,2213,0.169669555
37931,38.8,28895,4703,0.162761723
32128,50.6,21414,2293,0.107079481
60120,33.8,51124,8632,0.168844378
29936,41.3,13622,1117,0.081999706
11003,39.5,45058,5467,0.121332505
60936,44.9,4118,686,0.166585721
65583,36.6,12399,1516,0.122267925
61048,52.4,3848,551,0.143191268
11375,43.5,73830,10631,0.143992957
43460,37.1,6541,1066,0.162972023
22041,35.9,28739,3994,0.138974912
43326,41.1,13983,2228,0.159336337
63138,30.9,18424,1710,0.092813721
72714,44,13469,2389,0.177370258
78754,32.1,26721,4677,0.175030875
73105,37,5504,336,0.061046512
67218,34.6,22881,2937,0.128359774
32507,38.3,31374,2953,0.094122522
40701,40.4,30214,4809,0.159164626
77479,40.3,94871,21107,0.222481053
73149,35.2,5356,734,0.137042569
43821,42.4,4492,804,0.178984862
78374,35.8,18569,3400,0.183100867
70764,37.9,16884,1483,0.087834636
75791,40.3,13709,2041,0.148880298
48192,42.3,25317,2788,0.110123632
37402,33.2,4293,105,0.024458421
22033,36.8,39908,7200,0.180414954
32266,41.6,7178,871,0.121342992
34769,39.1,25267,3327,0.131673725
78230,36.8,45512,5457,0.119902443
29710,42.4,37346,5228,0.139988218
92040,39.6,46811,6926,0.147956677
43567,42.3,13316,1955,0.146815861
39654,38.4,5227,592,0.113258083
33912,60.3,18849,1866,0.098997294
18326,42,3999,384,0.096024006
95521,28.3,21297,1352,0.06348312
42501,41.9,17579,1922,0.109335002
53222,36,26654,3246,0.121782847
11693,41.5,13085,1263,0.096522736
18240,45.2,3904,384,0.098360656
89129,39.4,57739,8392,0.145343702
91340,34.2,36550,5195,0.142134063
18938,54.9,14310,1866,0.130398323
19001,39.3,17325,2821,0.162828283
17557,41.5,14827,2963,0.199838133
26651,45.7,9570,1008,0.105329154
12305,34.2,5579,164,0.029395949
75216,34.6,53908,4749,0.088094531
18944,42.9,25752,4378,0.170006213
52601,43.9,29048,2760,0.095015147
75208,35.1,30030,3850,0.128205128
33410,45.8,35471,3853,0.108623946
46628,37.4,26683,3041,0.113967695
80234,35.3,28439,4412,0.15513907
46383,37.7,42705,5584,0.130757523
67042,38.8,17992,2216,0.123165851
42276,41.2,14500,1551,0.106965517
75202,31.6,2337,96,0.041078306
15065,46.3,11588,1349,0.116413531
1040,35.6,40679,2811,0.069101994
48867,40.2,27482,3336,0.121388545
34110,62.8,24249,1868,0.077034104
10075,46.1,22494,2749,0.122210367
27599,0,0,0,
8037,43.2,24024,2943,0.122502498
72364,35.5,16047,2276,0.141833364
33637,30.4,17746,1738,0.097937563
70815,34.4,29694,3025,0.101872432
70810,36.7,41115,5994,0.145786209
64105,29.9,5057,43,0.008503065
78201,37.4,48861,5127,0.104930313
81506,52.5,12432,1465,0.117841055
19947,38.7,20210,2806,0.138842157
4654,44.7,3381,305,0.090209997
48104,23.2,43842,2902,0.066192236
8210,45.5,16475,2266,0.13754173
95401,37.8,39262,4687,0.119377515
53215,31.8,60664,8954,0.147599895
34606,51.9,27505,2436,0.088565715
19147,35.6,38891,4332,0.111388239
92084,34.7,52182,8078,0.154804339
50428,50.6,9476,1314,0.138666104
16505,49,16084,1708,0.106192489
95066,45,15508,2153,0.138831571
26070,49.2,8338,826,0.099064524
26059,53.1,2653,297,0.111948737
60942,44.2,5962,905,0.1517947
66508,41.7,4387,697,0.158878505
44102,34.2,46406,3126,0.067361979
77423,33.3,12512,2287,0.182784527
34475,38,13322,998,0.074913677
67060,36.2,14188,1944,0.137017198
66101,30.5,12780,1437,0.112441315
32825,35.4,61957,6944,0.112077731
29054,44,9311,1480,0.158951777
40351,31.2,21586,1993,0.092328361
34114,63,18421,750,0.040714402
67460,39.5,15325,2440,0.159216966
33069,41.4,28444,2152,0.075657432
92069,34.7,50925,7649,0.150201276
77422,40.3,13337,1492,0.111869236
58104,31.9,43835,7899,0.180198472
22031,36.3,33743,5038,0.149305041
56425,40.9,8352,1459,0.174688697
45322,43.7,21761,2986,0.137217959
90604,35.6,43379,6619,0.152585352
61606,22.3,8005,773,0.096564647
97520,47.4,25451,1977,0.077678677
97062,39.2,29006,4706,0.162242295
62278,44.9,6496,1054,0.162253695
47172,37.6,18007,3426,0.190259344
20876,34.6,31113,5205,0.167293414
61114,47.6,16132,1587,0.098375899
34972,36.7,21104,2710,0.128411676
75126,32.9,49521,11401,0.230225561
32331,47.6,4238,319,0.075271354
48420,44.6,21613,2327,0.107666682
78628,44.4,35989,5823,0.161799439
85658,58.4,11607,1147,0.098819678
75088,41.6,26323,3595,0.136572579
70769,34.7,45778,9639,0.210559657
40059,46.1,20102,4461,0.221918217
85340,38.3,35701,6844,0.191703314
32820,34.9,10555,1623,0.153765988
48036,43,21585,1975,0.091498726
33772,50.3,23377,2274,0.097275099
74902,38.7,4158,628,0.151034151
49417,43.9,31839,4732,0.148622758
22309,35.6,37872,5523,0.145833333
61270,46.7,7013,965,0.137601597
53085,45,11662,1745,0.149631281
67530,40.5,18810,2453,0.130409357
48161,40.4,26540,3319,0.125056518
32920,58.3,10395,247,0.023761424
98115,36.5,54699,7672,0.140258506
32703,36.5,54349,7002,0.128834017
38060,42.8,10308,1898,0.184128832
48125,38.5,20329,2368,0.116483841
34677,46.2,22410,2645,0.118027666
66227,39.1,6707,1748,0.260623229
42728,41.3,16837,2198,0.130545822
75901,35.2,30760,4680,0.152145644
84119,31.4,55460,8523,0.153678327
11550,34.4,58267,5667,0.097259169
92115,28.6,65044,6805,0.104621487
63011,43.8,38766,7580,0.195532167
2210,37.6,3755,192,0.051131824
75225,47.4,21973,5003,0.227688527
80303,30.3,25354,2406,0.094896269
80504,37.6,56084,10213,0.182101847
61701,33.8,36058,3748,0.103943646
94806,35.7,64987,7788,0.119839352
21774,40.4,13234,3099,0.234169563
89423,57.6,10395,1126,0.108321308
23111,43.9,37247,5828,0.156468977
98117,39.5,36033,6074,0.168567702
20785,35.4,39302,4866,0.123810493
20744,43.2,55524,5498,0.099020243
27614,44,33207,5974,0.179901828
49203,38.7,39054,4786,0.122548267
28792,0,0,0,
4074,48.2,20101,3339,0.166111139
60020,44,10535,1045,0.099193166
60061,39.6,27261,5551,0.203624225
8244,43,10507,1125,0.107071476
64154,36.4,11380,2011,0.176713533
92124,32.4,32955,7487,0.227188591
84129,0,0,0,
15044,45,28037,5697,0.203195777
32095,40.9,11928,1802,0.151073105
73003,34.1,24543,4510,0.183759117
68037,38.1,2852,690,0.241935484
68128,36.7,19658,3535,0.179825008
73064,38.8,24708,4877,0.197385462
33414,40.6,61991,11912,0.192156926
34990,51.6,30326,4246,0.140011871
89134,64.4,24628,1910,0.077554004
21619,50.8,6029,659,0.109305026
70126,34.2,28699,2091,0.072859682
77598,30.8,26748,2370,0.088604755
94110,37.7,73169,7062,0.096516284
60411,34.4,58231,4960,0.085177998
1960,46.4,53202,5892,0.110747716
60603,31.5,1063,15,0.014111007
43110,34.2,39647,6104,0.153958685
77088,34,56341,7153,0.126959053
43206,33.4,22927,1235,0.05386662
77406,38.3,49798,10725,0.215370095
77036,30.9,75284,10178,0.135194729
77494,35.6,119581,33654,0.281432669
49017,44.1,21469,2560,0.119241697
80109,36.6,23923,5683,0.237553819
84097,30,22649,5410,0.238862643
64124,33.1,11489,1950,0.169727565
15656,45.8,10513,1361,0.129458765
32801,35.8,12376,415,0.033532644
16146,40.1,13386,1094,0.081727178
7927,41.1,3855,567,0.147081712
94107,35.7,31804,2241,0.070462835
49247,42.8,5752,731,0.127086231
77546,38.2,54207,11403,0.210360286
15219,27.4,16725,318,0.019013453
94104,50.4,433,38,0.087759815
60542,41.6,18389,3406,0.185219425
63105,31.3,18776,2106,0.112164465
60047,42.7,43072,8969,0.208232727
95134,30.9,29669,3375,0.113755098
60048,45.1,29349,5901,0.201063069
60561,46.4,23205,3257,0.140357682
95135,47.2,22255,4288,0.192675803
43085,38.3,26440,4626,0.174962179
27804,40.7,29840,2873,0.096280161
65802,32.1,47894,5774,0.120557899
34689,52.3,27744,2518,0.090758362
33324,37.9,49579,4972,0.100284395
33483,57.6,12841,667,0.051942995
79407,30.3,23055,2423,0.105096508
68130,40.2,21393,5031,0.235170383
78257,40.6,7620,1023,0.134251969
33703,46.7,25979,3249,0.125062551
23072,43.6,12512,1849,0.147778133
72315,35.7,21844,2144,0.098150522
95136,36.7,47993,6736,0.140353802
80023,41.9,22906,5488,0.239587881
16201,48.1,17156,2207,0.12864304
30349,35.2,75403,6971,0.092449903
43035,35.6,27799,7027,0.252778877
11237,31,49409,3984,0.080633083
33432,56.1,20710,1468,0.070883631
56484,49.9,3379,247,0.07309855
50014,23.1,30030,2304,0.076723277
55413,33.6,14416,930,0.064511654
22314,40.1,34752,2971,0.085491483
79906,22.1,5352,1757,0.32828849
98802,37.6,31764,4315,0.135845611
22025,39.4,19115,3434,0.17964949
98902,32.7,46633,5931,0.127184612
83714,45.8,23361,2934,0.125593939
84102,29.3,18846,696,0.036930914
98826,51.2,7602,949,0.12483557
89135,47.2,28499,3923,0.137653953
46173,42.5,10013,1147,0.114551084
90501,38.1,42432,6520,0.153657617
2494,40.4,10512,2387,0.22707382
37601,37.5,36729,4201,0.114378284
92117,38,57604,6276,0.108950767
94401,36.1,36393,4958,0.13623499
34746,38.5,44790,5478,0.122304086
32816,0,0,0,
34239,49.4,15887,1696,0.10675395
47130,38.8,47153,5288,0.112145569
80211,35.3,36015,3437,0.095432459
80640,32.7,13132,2707,0.206137679
33305,52.2,12355,834,0.067503035
33477,67.8,12745,589,0.046214202
49408,44.6,9832,1300,0.132221318
50317,36.2,38397,4325,0.112639008
49090,48.9,14596,1474,0.100986572
80221,34.8,42562,4993,0.117311217
21201,31.3,17444,531,0.030440266
75227,29.2,60577,10130,0.167225184
37221,40.7,41464,6226,0.150154351
29526,39.7,48745,3724,0.076397579
96761,40.8,22544,2267,0.100558907
2920,41.9,37570,4156,0.110620176
74105,41.8,25746,2942,0.114270178
95403,37.8,45587,5373,0.117862549
37167,36.3,60163,9218,0.153217094
84093,39.4,24232,5149,0.21248762
84088,33.4,37417,7000,0.187080739
74129,32.5,19893,2605,0.130950586
56081,41.7,5866,938,0.159904535
56283,41.5,6378,909,0.142521167
53104,49.7,5496,894,0.162663755
80214,36.4,27002,2438,0.090289608
12180,34.2,54047,4049,0.074916277
18644,48.1,7324,867,0.118377936
32757,48,28295,3011,0.106414561
25404,38.6,21966,2564,0.116725849
92592,36.5,85856,19414,0.22612281
30097,42.5,47117,9586,0.203450984
32927,42.3,27675,3681,0.13300813
6854,36.1,31191,3851,0.123465102
21001,37.3,25021,2576,0.102953519
28027,38.2,69465,11395,0.164039444
29732,40.2,59703,8277,0.138636249
78640,33.1,59431,11062,0.186131817
28789,47.3,5842,356,0.060938035
60087,35.5,26717,3847,0.143990718
8062,40.4,16370,3893,0.237813073
8302,34.8,45547,4707,0.103343799
16101,46.1,32971,3014,0.091413667
33615,38.1,48030,4898,0.10197793
18017,44.9,39883,4885,0.122483264
37209,30.7,39085,3059,0.078265319
18087,36,952,55,0.057773109
18045,47.5,27174,3958,0.145653934
19803,48,22105,3588,0.162316218
54140,35.9,9693,1344,0.138656763
76106,29,40335,5408,0.134077104
46703,43.6,18463,2283,0.123652711
48706,42.9,39929,4215,0.105562373
34453,53.6,10736,868,0.080849478
92083,32.2,39939,5910,0.147975663
98104,40,14680,243,0.016553134
29745,40.8,31481,3717,0.118071218
34219,45.8,25019,4197,0.167752508
93117,22.3,59184,4866,0.082218167
27703,35.3,54319,6419,0.118172279
11756,41.9,43919,6093,0.138732667
64068,39.4,39199,5861,0.14951912
7083,42.3,55763,7114,0.127575633
64052,40.9,21081,2515,0.119301741
80027,39.8,34401,6439,0.187174791
80026,40,31049,5234,0.168572257
2452,32.6,15071,912,0.060513569
78217,35.8,34531,3342,0.096782601
70128,38.9,19616,1366,0.069637031
92103,40.6,35078,2621,0.074719197
78212,38.5,29179,1976,0.067719936
92173,31.8,31338,4038,0.12885315
21114,36.2,27600,4758,0.172391304
92105,31.8,74426,9543,0.128221321
32208,41.5,31177,2121,0.06803092
21108,41.7,18986,3698,0.194775097
92057,38.3,61072,8271,0.135430312
2043,46.1,23909,5670,0.237149191
75159,37.3,20317,2805,0.138061722
29708,38.7,36799,8450,0.229625805
28031,42.1,28383,4503,0.158651305
92201,38.7,66442,7279,0.109554198
90044,31.9,100527,11080,0.110219145
15658,54.9,8802,755,0.08577596
7731,38.9,39152,7436,0.189926441
19966-4737,0,0,0,
41091,39.7,21188,5181,0.244525203
92102,33.6,44490,4520,0.101595864
15902,46.6,11088,687,0.061958874
30510,35.4,8580,1325,0.154428904
48224,32,41905,2526,0.060279203
18428,51.5,12027,1285,0.106842937
6708,34.3,29942,2465,0.08232583
23322,40.6,65680,11955,0.182018879
45154,40,9024,1588,0.175975177
53186,36.4,33425,3912,0.117038145
46619,35.1,21705,2989,0.137710205
33193,40.5,50544,5707,0.112911523
48242,0,0,0,
28166,42.4,9756,1303,0.133558836
33185,40.5,31701,4988,0.157345194
28081,35.9,28422,3873,0.13626768
29651,41.3,48517,7879,0.162396686
60409,37.6,37057,2496,0.067355695
60453,41.2,56576,8345,0.147500707
53130,44.8,7646,933,0.122024588
33777,50.9,16930,1809,0.106851742
33596,42,31166,5534,0.177565296
80218,34.1,19596,951,0.048530312
63303,41,48890,6922,0.141583146
48728,64.4,254,3,0.011811024
92104,34.3,45930,4134,0.090006532
10970,39.3,10191,2446,0.2400157
1085,40.3,42235,4979,0.117888008
94061,37.4,39448,5792,0.146826202
90723,31.2,55107,8792,0.15954416
48060,38.7,39834,3809,0.095621831
39047,38,39856,7433,0.186496387
28270,39.3,36479,8029,0.220099235
32714,38,38395,4274,0.111316578
21704,38.3,17071,4035,0.236365767
20745,37.2,28093,2306,0.082084505
54166,45.5,16801,1992,0.118564371
41015,41.2,20429,2566,0.125605757
20705,38,27964,3759,0.134422829
10022,46.7,31469,2569,0.081635896
42127,40.4,6348,895,0.140989288
41129,44.4,10430,1173,0.112464046
22827,44.4,10401,1365,0.131237381
95021,0,0,0,
83442,30.4,22616,6637,0.293464804
29203,34.8,40959,1990,0.048585171
95023,35.4,54005,8268,0.153096935
1880,44.5,27011,3960,0.146606938
7029,34,20118,2274,0.113033105
14437,42.7,11342,1172,0.103332746
44906,42.7,17169,2247,0.130875415
34491,64.1,26904,2118,0.078724353
91902,42.1,19102,2576,0.134854989
91911,36.1,84942,10881,0.128099174
31410,43.7,24996,4301,0.172067531
10993,44.1,4855,658,0.135530381
60654,33.5,20240,1379,0.068132411
8755,47.8,26210,3527,0.134566959
60302,41.8,31964,5611,0.175541234
40217,36,12808,987,0.077061212
34698,55.9,39142,3049,0.077895866
95476,50.7,36985,3809,0.102987698
37363,41.4,40376,7405,0.18340103
90095,0,0,0,
46410,38.2,38225,4591,0.120104644
92134,22.7,0,0,
90713,39.5,28509,4343,0.152337858
7440,41.3,4517,945,0.209209652
68528,30.7,6409,955,0.149009206
46375,45.6,23855,3329,0.139551457
85258,54.9,26035,2454,0.09425773
40517,32.4,37500,2918,0.077813333
11357,47.2,39836,6099,0.153102721
11368,33.2,113310,14266,0.125902392
44902,31.4,5564,581,0.10442128
55301,33,13805,3414,0.247301702
15010,44.3,27678,3146,0.113664282
8837,39.3,16855,2561,0.151943044
34772,36,31778,6444,0.202781799
80128,41.4,36832,5769,0.156630104
77459-3990,0,0,0,
43140,41,24733,2268,0.091699349
46408,41.5,15695,1104,0.070340873
78602,40.5,30119,4574,0.151864272
27127,35.3,40952,5834,0.142459465
17038,41,8424,1227,0.145655271
29670,38.3,9979,1357,0.13598557
54904,43.9,21751,3410,0.156774401
17112,44,36208,5609,0.154910517
30533,37.8,27408,3269,0.119271745
48116,46.4,27541,3878,0.14080825
6825,41.9,22158,3711,0.167479014
33909,38.9,32096,5152,0.160518445
78155,37.8,49442,6101,0.123397112
23860,38.8,30856,2554,0.082771584
72756,36.5,42037,6342,0.150867093
53703,24.3,35145,512,0.014568217
38654,38.9,53366,9389,0.175935989
51648,57.1,246,44,0.178861789
7631,43.9,28579,3319,0.116134224
48433,46.7,25272,3748,0.148306426
97055,39.6,19129,2905,0.151863663
8817,37.8,45697,7661,0.167647767
78006,42.4,36449,5864,0.160882329
21040,35.1,24429,3073,0.125793115
7506,40.9,18988,2240,0.117969244
60452,41.9,28313,3744,0.132236075
8852,39.1,18568,3893,0.209661784
21701,39.1,37420,4509,0.12049706
53037,44.2,10090,1872,0.185530228
24351,49.3,451,0,0
34785,64.7,38512,842,0.021863315
20653,35,24538,2933,0.119528894
46321,45.8,22936,3597,0.156827694
8753,41,64106,9433,0.147146913
47001,46.2,10118,662,0.06542795
53546,41.3,30514,4217,0.13819886
3874,50.9,9022,830,0.09199734
34450,57.8,10808,740,0.068467802
34982,46.6,25409,2857,0.112440474
77521,32.6,60820,10309,0.169500164
98366,38.6,35288,4586,0.129959193
34953,37.8,71476,12125,0.169637361
84663,26,34434,10122,0.29395365
30115,38.4,43402,9215,0.212317405
34986,56.8,28573,2303,0.080600567
13850,44.4,22594,3340,0.147826857
23061,46.3,21503,2749,0.127842627
19003,37.8,13573,2081,0.153319089
16117,43,17184,1917,0.111557263
85050,39.4,32388,6561,0.202575028
1730,42.8,14223,2797,0.196653308
20110,35.5,48092,8015,0.166659736
24572,43.8,16873,1977,0.117169442
13021,43,38253,3475,0.090842548
78070,51.6,15625,1967,0.125888
12065,41.3,43166,6938,0.160728351
80021,35.9,34468,3767,0.109289776
33050,49.7,9546,654,0.068510371
95322,35.5,10486,1830,0.174518405
54902,40.3,22659,2745,0.121143916
77301,32,34541,4300,0.124489737
78610,34.7,38945,8146,0.209166774
77378,35.1,17808,2770,0.155548068
77578,36.9,22772,4610,0.202441595
18407,44.3,13262,1253,0.094480471
27571,36.1,7487,2614,0.349138507
32548,42.2,21944,1835,0.083621947
19137,38.6,8438,948,0.112348898
22602,40.9,29939,4882,0.163064899
8823,39,9216,1553,0.168511285
8110,34.1,18957,1668,0.087988606
8902,37.6,41432,5979,0.144308747
8520,39.5,27153,4088,0.150554267
34715,41.1,18439,2784,0.150984327
23113,46.9,25293,4994,0.197445934
23225,37.4,43405,3238,0.0745997
44128,43.1,29190,1308,0.044809866
84065,32.2,43509,11846,0.272265508
27302,38.9,31621,4859,0.153663705
68512,37.4,13972,2362,0.16905239
90015,32.2,22898,1685,0.073587213
55126,45.9,27251,4459,0.163627023
60608,32.9,80932,6852,0.084663668
7065,39.4,29865,3668,0.122819354
68588,0,0,0,
89111,0,0,0,
70403,34.8,32781,3670,0.111955096
40502,37.5,27566,3616,0.131176086
95060,36.7,48322,4381,0.090662638
48910,33,35566,3176,0.089298768
8859,39.3,23133,3457,0.149440194
27519,39.4,57098,14588,0.25549056
94551,37.4,47742,9258,0.193917306
33803,43,29781,3351,0.112521406
29020,48.7,21450,2525,0.117715618
53004,42.7,3370,608,0.18041543
24014,46.2,16786,1959,0.116704397
24013,33.1,8570,524,0.061143524
61072,43.8,11468,1726,0.150505755
11795,44.4,25045,3971,0.158554602
27104,44.8,28711,4016,0.139876702
48040,44.1,9798,1277,0.130332721
44195,0,0,0,
17022,41.7,31191,4464,0.143118207
94531,38.5,43491,5573,0.128141455
34119,52,33269,4558,0.137004419
85614,71.4,24036,1052,0.043767682
45449,38.2,17752,1235,0.069569626
62206,35.2,15210,1274,0.083760684
53083,42.2,20702,3558,0.171867452
62450,42.8,12349,1575,0.127540692
77657,37,21577,3589,0.166334523
76661,37.7,7839,714,0.091083046
79745,33.5,7060,1544,0.218696884
13820,29.8,22310,1640,0.073509637
14063,34.4,14458,1585,0.109627888
12043,35.6,8217,550,0.066934404
76108,36,43639,7683,0.176058113
76140,33.5,31058,5070,0.163242965
30067,34.5,47043,5689,0.120931913
2886,43.9,29089,3510,0.120664169
43054,35.9,27740,6152,0.221773612
60463,52.4,14959,1989,0.132963433
72758,34.8,41975,8618,0.205312686
31909,33.8,39578,5769,0.145762798
16501,54.2,1848,0,0
80918,34.6,49499,6129,0.123820683
19007,38.5,21172,2199,0.103863593
33913,49.8,25775,2851,0.110611057
44452,51.7,3661,427,0.116634799
23663,35.9,13675,746,0.054552102
6489,45.1,33887,5703,0.168294626
53404,30.8,15159,1716,0.113200079
46516,35,31670,4273,0.13492264
23605,34.9,13951,664,0.047595154
21157,41.5,38160,5301,0.138915094
21014,41.9,36936,5799,0.1570013
7849,46.4,9364,1308,0.139683896
7860,46.3,25728,3322,0.129120025
34208,37.3,41445,4555,0.109904693
23314,40.8,9362,1703,0.181905576
10918,38.9,12791,2149,0.168008756
45216,38.1,9414,972,0.103250478
12603,43.5,43004,5593,0.130057669
12601,35.2,41843,3393,0.081088832
8057,44.2,20885,4134,0.197941106
22835,46.8,11719,1347,0.114941548
94555,37.8,38897,8748,0.224901663
18229,48.7,8963,913,0.101863215
44505,40.1,17507,760,0.043411207
6450,42.2,35599,3376,0.094834125
6451,40.2,24789,2565,0.103473315
33122,30.2,207,42,0.202898551
33313,34.9,63527,5536,0.087144049
80498,45,8086,997,0.12329953
30106,37.5,21954,3071,0.139883393
23116,41.9,31397,6335,0.20177087
78204,37,12364,1123,0.090828211
98042,40.5,49101,8588,0.174904788
94539,42.9,55581,11813,0.212536658
93940,40.2,32587,4030,0.123668948
56265,42.5,7403,1049,0.141699311
94566,44.7,46393,8856,0.190890867
54220,45.4,39433,5113,0.129662973
53583,45.4,6080,918,0.150986842
24148,47.5,8567,999,0.116610249
99208,39.8,55516,8255,0.148695871
92336,33.2,99418,17213,0.173137661
29466,41.9,40384,9634,0.238559826
53189,41.5,27053,4628,0.1710716
71602,38.9,16031,2045,0.127565342
72120,40.1,33357,4418,0.132445963
71655,35,15258,2111,0.138353651
32905,42.7,23556,2004,0.085073867
33403,36.9,12933,1765,0.136472589
33172,41.7,43828,4494,0.102537191
34957,59.3,23457,1803,0.076864049
4938,41.9,9769,927,0.094892005
70422,40,13370,1149,0.085938669
25701,40.5,20597,1962,0.095256591
82435,41.2,12279,1848,0.150500855
25071,47.1,12033,1172,0.09739882
92126,34.9,83559,11749,0.140607236
24141,35.3,23239,2533,0.108997805
26330,42.6,14920,2111,0.141487936
56374,28.1,10895,1396,0.128132171
53405,38.1,25718,2680,0.10420717
53901,41.2,14911,1709,0.114613373
53061,43.9,4997,794,0.158895337
2129,35.8,20106,2482,0.123445738
72701,25.4,45595,4201,0.092137296
19944,66,704,35,0.049715909
41701,41.8,16268,1575,0.096815835
92308,39.8,42667,6701,0.157053461
92649,45.5,35662,4539,0.127278335
94025,38.7,43865,8473,0.193160834
27265,39.8,52038,7079,0.136035205
13039,43.1,17213,3074,0.178585952
78224,32.6,23100,3301,0.142900433
2908,32.3,36710,3602,0.098120403
95376,33.5,56262,10226,0.181756781
90660,37.5,63688,7183,0.112784198
22603,45.3,16204,1983,0.122377191
41240,42.8,6731,1131,0.168028525
24179,45,18457,1944,0.105325893
24151,43.6,20658,2566,0.12421338
23228,36.9,36093,4114,0.113983321
23222,38.8,27508,1002,0.036425767
23229,38,35710,6179,0.173032764
25541,43.9,10299,1444,0.140207787
70802,33.8,23806,517,0.021717214
49083,42.2,7982,1492,0.186920571
55308,33.3,9932,2235,0.225030205
55303,37.7,50327,8267,0.164265702
55304,41.1,50009,9799,0.19594473
72015,37.7,29994,4178,0.139294526
71822,44.1,8498,789,0.092845375
34292,70.1,15565,1001,0.064310954
32784,41.5,12505,1803,0.144182327
19152,41,36775,5140,0.139768865
19111,37.1,68855,8485,0.123229976
78225,33.3,14629,1230,0.084079568
93560,32.2,21993,4670,0.21234029
75501,37,36487,3697,0.101323759
77327,33.3,23527,4497,0.191142092
21230,32.5,34647,2798,0.080757353
70083,38.7,2547,169,0.066352572
8691,45.2,17033,3138,0.184230611
70775,39.1,11430,1146,0.100262467
28403,28.9,41977,2807,0.066869953
85249,42.5,40050,9187,0.229388265
70760,39.9,6436,244,0.037911746
48091,37.3,30136,3258,0.108109902
71373,35.4,6143,799,0.130066743
70586,37.2,19894,2002,0.100633357
66605,35.8,20449,3417,0.167098636
56310,43.8,5441,959,0.176254365
99501,37.5,16860,1265,0.075029656
37172,39,30800,4036,0.131038961
55445,37,13119,2170,0.165408949
24801,42.3,4095,235,0.057387057
82935,39.1,12910,2133,0.165220759
53024,42.4,17458,2767,0.158494673
42164,42,16845,2107,0.125081627
98407,45.3,21672,2455,0.113279808
98055,36.4,24597,2941,0.119567427
98233,38.7,16557,2395,0.144651809
2540,60.9,8437,733,0.086879222
70090,41.2,7704,622,0.080737279
23462,34.1,66624,7943,0.119221302
54911,37.2,26635,3404,0.127801765
77957,38.5,8830,1220,0.138165345
77082,35,55656,5855,0.105199799
45067,35.4,15317,2372,0.154860612
33573,71.9,23422,1046,0.044658868
50574,55.9,2017,268,0.1328706
34238,65,20267,1339,0.066067992
20874,35.8,61753,9489,0.153660551
55412,35,23888,2141,0.089626591
55414,22.7,36316,1167,0.032134596
55406,39,33929,3815,0.112440685
55448,40.9,28397,3669,0.129203789
55920,38.4,7925,1709,0.215646688
49094,43.8,4071,470,0.115450749
74873,37.1,12299,2096,0.170420359
46540,35.1,12010,3165,0.263530391
77055,34.8,45158,6821,0.151047433
96792,33.2,50516,5357,0.106045609
77435,39.9,4074,708,0.173784978
96816,46.6,50377,4688,0.09305834
76520,44.9,7806,487,0.062387907
76634,51.5,7512,688,0.091586794
78834,33.9,8146,955,0.117235453
51108,42.4,5139,843,0.164039696
